,SecurityName,Identifier,Date,ColorValue,ColorMatch,Benchmark,QuoteType,ColorType,Size,SectorType,Tier,TierDesignation,Region,MdColorId,GroupingKey,LineNumber
2863,Bond E,EEEEEEEEE,2018-05-15 07:39:00,98.79,98.79,,PRICE,OFFER,,CORP,1,A,U.S.,960826062,8233e8c5-20bb-46e6-b58e-58f104ecf387,34.0
2864,Bond E,EEEEEEEEE,2018-05-15 07:57:00,52.0,52,,SPREAD,BID,5000000.0,CORP,1,B,U.S.,960943607,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2865,Bond E,EEEEEEEEE,2018-05-15 07:57:00,47.0,47,,SPREAD,OFFER,,CORP,1,B,U.S.,960943608,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2866,Bond E,EEEEEEEEE,2018-05-15 07:57:00,98.62,98.62,,PRICE,BID,5000000.0,CORP,1,B,U.S.,960943609,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2867,Bond E,EEEEEEEEE,2018-05-15 07:57:00,98.74,98.74,,PRICE,OFFER,,CORP,1,B,U.S.,960943610,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2868,Bond E,EEEEEEEEE,2018-05-15 07:57:00,3.07,3.07,YTM,YIELD,BID,5000000.0,CORP,1,B,U.S.,960943613,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2869,Bond E,EEEEEEEEE,2018-05-15 07:57:00,3.02,3.02,YTM,YIELD,OFFER,,CORP,1,B,U.S.,960943614,be9d72e6-fc26-41a9-9007-adfc7dffc349,5.0
2870,Bond E,EEEEEEEEE,2018-05-15 07:57:00,3.07,3.07,YTC,YIELD,BID,,CORP,2,A,U.S.,960946161,834b0e96-0351-45fb-9040-5137f44d79a5,62.0
2871,Bond E,EEEEEEEEE,2018-05-15 07:57:00,3.01,3.01,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,960946162,834b0e96-0351-45fb-9040-5137f44d79a5,62.0
2872,Bond E,EEEEEEEEE,2018-05-15 07:57:00,98.64,98.64,,PRICE,BID,,CORP,2,A,U.S.,960946163,834b0e96-0351-45fb-9040-5137f44d79a5,62.0
2873,Bond E,EEEEEEEEE,2018-05-15 07:57:00,98.77,98.77,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,960946164,834b0e96-0351-45fb-9040-5137f44d79a5,62.0
2874,Bond E,EEEEEEEEE,2018-05-15 08:01:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,960965608,d9b05b17-5924-4eb5-8895-dcee44008189,25.0
2875,Bond E,EEEEEEEEE,2018-05-15 08:01:00,98.76,98.76,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,960965609,d9b05b17-5924-4eb5-8895-dcee44008189,25.0
2876,Bond E,EEEEEEEEE,2018-05-15 08:01:00,3.02,3.02,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,960965610,d9b05b17-5924-4eb5-8895-dcee44008189,25.0
2877,Bond E,EEEEEEEEE,2018-05-15 08:20:00,48.0,48,,SPREAD,BID,,CORP,2,B,U.S.,961083247,ae54a8f9-d236-49eb-8d20-c33d364dfeed,5.0
2878,Bond E,EEEEEEEEE,2018-05-15 08:20:00,43.0,43,,SPREAD,OFFER,,CORP,2,B,U.S.,961083248,ae54a8f9-d236-49eb-8d20-c33d364dfeed,5.0
2879,Bond E,EEEEEEEEE,2018-05-15 08:20:00,98.711,98.711,,PRICE,BID,,CORP,2,B,U.S.,961083249,ae54a8f9-d236-49eb-8d20-c33d364dfeed,5.0
2880,Bond E,EEEEEEEEE,2018-05-15 08:20:00,98.83,98.83,,PRICE,OFFER,,CORP,2,B,U.S.,961083250,ae54a8f9-d236-49eb-8d20-c33d364dfeed,5.0
2881,Bond E,EEEEEEEEE,2018-05-15 08:20:00,3.036,3.036,YTC,YIELD,BID,,CORP,2,B,U.S.,961083251,ae54a8f9-d236-49eb-8d20-c33d364dfeed,5.0
2882,Bond E,EEEEEEEEE,2018-05-15 08:21:00,3.01,3.01,YTM,YIELD,OFFER,3504000.0,CORP,3,A,U.S.,961087265,0efadded-3c20-4dfe-8ad7-7909e11c089a,12.0
2883,Bond E,EEEEEEEEE,2018-05-15 08:21:00,45.0,45,,SPREAD,OFFER,3504000.0,CORP,3,A,U.S.,961087262,0efadded-3c20-4dfe-8ad7-7909e11c089a,12.0
2884,Bond E,EEEEEEEEE,2018-05-15 08:21:00,98.78200000000001,98.782,,PRICE,OFFER,3504000.0,CORP,3,A,U.S.,961087264,0efadded-3c20-4dfe-8ad7-7909e11c089a,12.0
2885,Bond E,EEEEEEEEE,2018-05-15 10:06:00,45.0,45,,SPREAD,OFFER,3504000.0,CORP,3,A,U.S.,961713678,3288d831-f04d-44d7-8b43-8279a025d1ff,22.0
2886,Bond E,EEEEEEEEE,2018-05-15 10:06:00,98.76,98.76,,PRICE,OFFER,3504000.0,CORP,3,A,U.S.,961713679,3288d831-f04d-44d7-8b43-8279a025d1ff,22.0
2887,Bond E,EEEEEEEEE,2018-05-15 12:00:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,A,U.S.,962064572,c05c5a2b-8e09-42d8-bada-4d508db265de,13.0
2888,Bond E,EEEEEEEEE,2018-05-15 12:00:00,98.75299999999999,98.753,,PRICE,OFFER,6573000.0,CORP,3,A,U.S.,962064574,c05c5a2b-8e09-42d8-bada-4d508db265de,13.0
2889,Bond E,EEEEEEEEE,2018-05-15 12:00:00,3.02,3.02,YTM,YIELD,OFFER,6573000.0,CORP,3,A,U.S.,962064575,c05c5a2b-8e09-42d8-bada-4d508db265de,13.0
2890,Bond E,EEEEEEEEE,2018-05-15 12:22:00,98.729,98.729,,PRICE,OFFER,528000.0,CORP,3,B,U.S.,962120785,f93e54c9-0959-4918-b896-ac6f7012c2f2,11.0
2891,Bond E,EEEEEEEEE,2018-05-15 12:22:00,3.028,3.028,YTM,YIELD,OFFER,528000.0,CORP,3,B,U.S.,962120786,f93e54c9-0959-4918-b896-ac6f7012c2f2,11.0
2892,Bond E,EEEEEEEEE,2018-05-15 12:22:00,46.0,46,,SPREAD,OFFER,528000.0,CORP,3,B,U.S.,962120787,f93e54c9-0959-4918-b896-ac6f7012c2f2,11.0
2893,Bond E,EEEEEEEEE,2018-05-15 14:31:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,A,U.S.,962270223,900f3ad9-91db-4b71-b217-811a5bf58335,13.0
2894,Bond E,EEEEEEEEE,2018-05-15 14:31:00,98.744,98.744,,PRICE,OFFER,6573000.0,CORP,3,A,U.S.,962270225,900f3ad9-91db-4b71-b217-811a5bf58335,13.0
2895,Bond E,EEEEEEEEE,2018-05-15 14:31:00,3.02,3.02,YTM,YIELD,OFFER,6573000.0,CORP,3,A,U.S.,962270226,900f3ad9-91db-4b71-b217-811a5bf58335,13.0
2896,Bond E,EEEEEEEEE,2018-05-15 15:42:00,55.0,55,,SPREAD,BID,,CORP,1,C,U.S.,962339732,106db0e9-9a7d-491e-b95c-7fefa89393aa,7.0
2897,Bond E,EEEEEEEEE,2018-05-15 15:42:00,48.0,48,,SPREAD,OFFER,,CORP,1,C,U.S.,962339733,106db0e9-9a7d-491e-b95c-7fefa89393aa,7.0
2898,Bond E,EEEEEEEEE,2018-05-15 15:42:00,3.12,3.12,YTC,YIELD,BID,,CORP,1,C,U.S.,962339738,106db0e9-9a7d-491e-b95c-7fefa89393aa,7.0
2899,Bond E,EEEEEEEEE,2018-05-15 15:42:00,3.05,3.05,YTC,YIELD,OFFER,,CORP,1,C,U.S.,962339739,106db0e9-9a7d-491e-b95c-7fefa89393aa,7.0
2900,Bond E,EEEEEEEEE,2018-05-15 19:30:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,962435169,b0b70644-ab87-48c5-909d-4843ab67d766,27.0
2901,Bond E,EEEEEEEEE,2018-05-15 19:30:00,98.72,98.72,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,962435170,b0b70644-ab87-48c5-909d-4843ab67d766,27.0
2902,Bond E,EEEEEEEEE,2018-05-15 19:30:00,3.03,3.03,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,962435171,b0b70644-ab87-48c5-909d-4843ab67d766,27.0
2903,Bond E,EEEEEEEEE,2018-05-16 02:22:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,962561145,f6a4e6a2-3cfa-46a8-a1dc-6f2de8baee24,27.0
2904,Bond E,EEEEEEEEE,2018-05-16 02:22:00,98.72,98.72,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,962561146,f6a4e6a2-3cfa-46a8-a1dc-6f2de8baee24,27.0
2905,Bond E,EEEEEEEEE,2018-05-16 02:22:00,3.03,3.03,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,962561147,f6a4e6a2-3cfa-46a8-a1dc-6f2de8baee24,27.0
2906,Bond E,EEEEEEEEE,2018-05-16 07:47:00,55.0,55,,SPREAD,BID,,CORP,1,A,U.S.,963590217,4da38627-8c17-40d6-bc0e-06e48ef95b69,34.0
2907,Bond E,EEEEEEEEE,2018-05-16 07:47:00,45.0,45,,SPREAD,OFFER,,CORP,1,A,U.S.,963590218,4da38627-8c17-40d6-bc0e-06e48ef95b69,34.0
2908,Bond E,EEEEEEEEE,2018-05-16 07:47:00,98.48,98.48,,PRICE,BID,,CORP,1,A,U.S.,963590219,4da38627-8c17-40d6-bc0e-06e48ef95b69,34.0
2909,Bond E,EEEEEEEEE,2018-05-16 07:47:00,98.71,98.71,,PRICE,OFFER,,CORP,1,A,U.S.,963590220,4da38627-8c17-40d6-bc0e-06e48ef95b69,34.0
2910,Bond E,EEEEEEEEE,2018-05-16 07:51:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,963622041,bc0d5f04-4fb6-405d-b432-d08891f4dd3d,29.0
2911,Bond E,EEEEEEEEE,2018-05-16 07:51:00,98.7,98.7,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,963622042,bc0d5f04-4fb6-405d-b432-d08891f4dd3d,29.0
2912,Bond E,EEEEEEEEE,2018-05-16 07:51:00,3.04,3.04,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,963622043,bc0d5f04-4fb6-405d-b432-d08891f4dd3d,29.0
2913,Bond E,EEEEEEEEE,2018-05-16 08:16:00,52.0,52,,SPREAD,BID,5000000.0,CORP,1,B,U.S.,963756801,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2914,Bond E,EEEEEEEEE,2018-05-16 08:16:00,47.0,47,,SPREAD,OFFER,,CORP,1,B,U.S.,963756802,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2915,Bond E,EEEEEEEEE,2018-05-16 08:16:00,98.57,98.57,,PRICE,BID,5000000.0,CORP,1,B,U.S.,963756803,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2916,Bond E,EEEEEEEEE,2018-05-16 08:16:00,98.69,98.69,,PRICE,OFFER,,CORP,1,B,U.S.,963756804,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2917,Bond E,EEEEEEEEE,2018-05-16 08:16:00,3.1,3.1,YTM,YIELD,BID,5000000.0,CORP,1,B,U.S.,963756807,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2918,Bond E,EEEEEEEEE,2018-05-16 08:16:00,3.05,3.05,YTM,YIELD,OFFER,,CORP,1,B,U.S.,963756808,ff89c60c-77a2-463c-99e6-ad571341d7f1,5.0
2919,Bond E,EEEEEEEEE,2018-05-16 08:28:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,A,U.S.,963813517,282b8fca-08bc-481e-824b-6bd7f75e7c07,0.0
2920,Bond E,EEEEEEEEE,2018-05-16 08:28:00,45.0,45,,SPREAD,OFFER,500000.0,CORP,3,A,U.S.,963813518,282b8fca-08bc-481e-824b-6bd7f75e7c07,0.0
2921,Bond E,EEEEEEEEE,2018-05-16 08:28:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,A,U.S.,963813519,282b8fca-08bc-481e-824b-6bd7f75e7c07,0.0
2922,Bond E,EEEEEEEEE,2018-05-16 08:28:00,45.0,45,,SPREAD,OFFER,500000.0,CORP,3,A,U.S.,963813520,282b8fca-08bc-481e-824b-6bd7f75e7c07,0.0
2923,Bond E,EEEEEEEEE,2018-05-16 08:34:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,A,U.S.,963844902,7b17aead-d4e0-4a3f-8bfd-361b5f960bc6,0.0
2924,Bond E,EEEEEEEEE,2018-05-16 08:34:00,47.0,47,,SPREAD,OFFER,500000.0,CORP,3,A,U.S.,963844903,7b17aead-d4e0-4a3f-8bfd-361b5f960bc6,0.0
2925,Bond E,EEEEEEEEE,2018-05-16 08:34:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,A,U.S.,963844904,7b17aead-d4e0-4a3f-8bfd-361b5f960bc6,0.0
2926,Bond E,EEEEEEEEE,2018-05-16 08:34:00,47.0,47,,SPREAD,OFFER,500000.0,CORP,3,A,U.S.,963844905,7b17aead-d4e0-4a3f-8bfd-361b5f960bc6,0.0
2927,Bond E,EEEEEEEEE,2018-05-16 08:42:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,B,U.S.,963900497,8e48998f-4349-4c83-b29b-59cd8f1eb084,12.0
2928,Bond E,EEEEEEEEE,2018-05-16 08:42:00,98.729,98.729,,PRICE,OFFER,6573000.0,CORP,3,B,U.S.,963900499,8e48998f-4349-4c83-b29b-59cd8f1eb084,12.0
2929,Bond E,EEEEEEEEE,2018-05-16 08:42:00,3.03,3.03,YTM,YIELD,OFFER,6573000.0,CORP,3,B,U.S.,963900500,8e48998f-4349-4c83-b29b-59cd8f1eb084,12.0
2930,Bond E,EEEEEEEEE,2018-05-16 09:37:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,B,U.S.,964832601,ea4a8e6e-908e-495f-8db9-fb31bb260994,22.0
2931,Bond E,EEEEEEEEE,2018-05-16 09:37:00,98.73,98.73,,PRICE,OFFER,6573000.0,CORP,3,B,U.S.,964832602,ea4a8e6e-908e-495f-8db9-fb31bb260994,22.0
2932,Bond E,EEEEEEEEE,2018-05-16 10:37:00,3.037,3.037,YTM,YIELD,OFFER,1546000.0,CORP,3,C,U.S.,964410272,9f0d279c-5c52-4937-aa14-d495ef7ed568,249.0
2933,Bond E,EEEEEEEEE,2018-05-16 10:37:00,46.0,46,,SPREAD,OFFER,1546000.0,CORP,3,C,U.S.,964410273,9f0d279c-5c52-4937-aa14-d495ef7ed568,249.0
2934,Bond E,EEEEEEEEE,2018-05-16 10:37:00,98.709,98.709,,PRICE,OFFER,1546000.0,CORP,3,C,U.S.,964410274,9f0d279c-5c52-4937-aa14-d495ef7ed568,249.0
2935,Bond E,EEEEEEEEE,2018-05-16 11:04:00,46.0,46,,SPREAD,OFFER,732000.0,CORP,1,C,U.S.,964499161,9d9cf424-ac9d-418a-be17-1405c3289f98,53.0
2936,Bond E,EEEEEEEEE,2018-05-16 12:55:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,B,U.S.,964846556,30b9e814-c04c-41ac-9805-24c2385a32f2,13.0
2937,Bond E,EEEEEEEEE,2018-05-16 12:55:00,98.743,98.743,,PRICE,OFFER,6573000.0,CORP,3,B,U.S.,964846558,30b9e814-c04c-41ac-9805-24c2385a32f2,13.0
2938,Bond E,EEEEEEEEE,2018-05-16 12:55:00,3.02,3.02,YTM,YIELD,OFFER,6573000.0,CORP,3,B,U.S.,964846559,30b9e814-c04c-41ac-9805-24c2385a32f2,13.0
2939,Bond E,EEEEEEEEE,2018-05-16 13:12:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,964804194,97504813-a4f1-44e5-945b-e87ffa1f1471,31.0
2940,Bond E,EEEEEEEEE,2018-05-16 13:12:00,98.71,98.71,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,964804195,97504813-a4f1-44e5-945b-e87ffa1f1471,31.0
2941,Bond E,EEEEEEEEE,2018-05-16 13:12:00,3.04,3.04,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,964804196,97504813-a4f1-44e5-945b-e87ffa1f1471,31.0
2942,Bond E,EEEEEEEEE,2018-05-16 15:06:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,964936721,a87310c8-e461-4dd8-aa55-f7e492229def,24.0
2943,Bond E,EEEEEEEEE,2018-05-16 15:06:00,98.69,98.69,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,964936722,a87310c8-e461-4dd8-aa55-f7e492229def,24.0
2944,Bond E,EEEEEEEEE,2018-05-16 15:06:00,3.05,3.05,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,964936723,a87310c8-e461-4dd8-aa55-f7e492229def,24.0
2945,Bond E,EEEEEEEEE,2018-05-16 19:30:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,965073628,ad7cf725-6a86-4d7f-9852-b90d72c30bb5,20.0
2946,Bond E,EEEEEEEEE,2018-05-16 19:30:00,98.69,98.69,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,965073629,ad7cf725-6a86-4d7f-9852-b90d72c30bb5,20.0
2947,Bond E,EEEEEEEEE,2018-05-16 19:30:00,3.05,3.05,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,965073630,ad7cf725-6a86-4d7f-9852-b90d72c30bb5,20.0
2948,Bond E,EEEEEEEEE,2018-05-17 07:19:00,52.0,52,,SPREAD,BID,5000000.0,CORP,1,A,U.S.,965906075,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2949,Bond E,EEEEEEEEE,2018-05-17 07:19:00,47.0,47,,SPREAD,OFFER,,CORP,1,A,U.S.,965906076,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2950,Bond E,EEEEEEEEE,2018-05-17 07:19:00,98.55,98.55,,PRICE,BID,5000000.0,CORP,1,A,U.S.,965906077,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2951,Bond E,EEEEEEEEE,2018-05-17 07:19:00,98.67,98.67,,PRICE,OFFER,,CORP,1,A,U.S.,965906078,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2952,Bond E,EEEEEEEEE,2018-05-17 07:19:00,3.1,3.1,YTM,YIELD,BID,5000000.0,CORP,1,A,U.S.,965906081,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2953,Bond E,EEEEEEEEE,2018-05-17 07:19:00,3.06,3.06,YTM,YIELD,OFFER,,CORP,1,A,U.S.,965906082,7b50f842-82c8-48b4-a583-7b550af7d345,5.0
2954,Bond E,EEEEEEEEE,2018-05-17 07:29:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,965945643,18381d76-af8c-4e34-afa4-ec5ea8098aac,23.0
2955,Bond E,EEEEEEEEE,2018-05-17 07:29:00,98.69,98.69,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,965945644,18381d76-af8c-4e34-afa4-ec5ea8098aac,23.0
2956,Bond E,EEEEEEEEE,2018-05-17 07:29:00,3.05,3.05,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,965945645,18381d76-af8c-4e34-afa4-ec5ea8098aac,23.0
2957,Bond E,EEEEEEEEE,2018-05-17 07:31:00,55.0,55,,SPREAD,BID,,CORP,1,B,U.S.,965953877,1909f6d4-b09f-4348-9402-488b4cd897c8,34.0
2958,Bond E,EEEEEEEEE,2018-05-17 07:31:00,45.0,45,,SPREAD,OFFER,,CORP,1,B,U.S.,965953878,1909f6d4-b09f-4348-9402-488b4cd897c8,34.0
2959,Bond E,EEEEEEEEE,2018-05-17 07:31:00,98.47,98.47,,PRICE,BID,,CORP,1,B,U.S.,965953879,1909f6d4-b09f-4348-9402-488b4cd897c8,34.0
2960,Bond E,EEEEEEEEE,2018-05-17 07:31:00,98.71,98.71,,PRICE,OFFER,,CORP,1,B,U.S.,965953880,1909f6d4-b09f-4348-9402-488b4cd897c8,34.0
2961,Bond E,EEEEEEEEE,2018-05-17 07:57:00,3.1,3.1,YTC,YIELD,BID,,CORP,2,A,U.S.,966124703,cb41a1fe-4d8f-44c9-b4fa-4a1b6adda2be,62.0
2962,Bond E,EEEEEEEEE,2018-05-17 07:57:00,3.05,3.05,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,966124704,cb41a1fe-4d8f-44c9-b4fa-4a1b6adda2be,62.0
2963,Bond E,EEEEEEEEE,2018-05-17 07:57:00,98.57,98.57,,PRICE,BID,,CORP,2,A,U.S.,966124705,cb41a1fe-4d8f-44c9-b4fa-4a1b6adda2be,62.0
2964,Bond E,EEEEEEEEE,2018-05-17 07:57:00,98.69,98.69,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,966124706,cb41a1fe-4d8f-44c9-b4fa-4a1b6adda2be,62.0
2965,Bond E,EEEEEEEEE,2018-05-17 08:17:00,45.0,45,,SPREAD,OFFER,6573000.0,CORP,3,A,U.S.,966257407,c0db39a2-5e56-4d4d-ab64-78b6838e19b4,11.0
2966,Bond E,EEEEEEEEE,2018-05-17 08:17:00,98.728,98.728,,PRICE,OFFER,6573000.0,CORP,3,A,U.S.,966257409,c0db39a2-5e56-4d4d-ab64-78b6838e19b4,11.0
2967,Bond E,EEEEEEEEE,2018-05-17 08:17:00,3.03,3.03,YTM,YIELD,OFFER,6573000.0,CORP,3,A,U.S.,966257410,c0db39a2-5e56-4d4d-ab64-78b6838e19b4,11.0
2968,Bond E,EEEEEEEEE,2018-05-17 09:45:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,B,U.S.,966675518,2bc466c6-b3da-43a5-bf08-12ea744123de,0.0
2969,Bond E,EEEEEEEEE,2018-05-17 09:45:00,46.0,46,,SPREAD,OFFER,500000.0,CORP,3,B,U.S.,966675519,2bc466c6-b3da-43a5-bf08-12ea744123de,0.0
2970,Bond E,EEEEEEEEE,2018-05-17 09:45:00,49.0,49,,SPREAD,BID,500000.0,CORP,3,B,U.S.,966675520,2bc466c6-b3da-43a5-bf08-12ea744123de,0.0
2971,Bond E,EEEEEEEEE,2018-05-17 09:45:00,46.0,46,,SPREAD,OFFER,500000.0,CORP,3,B,U.S.,966675521,2bc466c6-b3da-43a5-bf08-12ea744123de,0.0
2972,Bond E,EEEEEEEEE,2018-05-17 10:55:00,3.029,3.029,YTM,YIELD,OFFER,1507000.0,CORP,3,C,U.S.,966968125,26c0d1cc-2adf-45f5-81db-9cdcc47847d8,276.0
2973,Bond E,EEEEEEEEE,2018-05-17 10:55:00,46.0,46,,SPREAD,OFFER,1507000.0,CORP,3,C,U.S.,966968126,26c0d1cc-2adf-45f5-81db-9cdcc47847d8,276.0
2974,Bond E,EEEEEEEEE,2018-05-17 10:55:00,98.73299999999999,98.733,,PRICE,OFFER,1507000.0,CORP,3,C,U.S.,966968127,26c0d1cc-2adf-45f5-81db-9cdcc47847d8,276.0
2975,Bond E,EEEEEEEEE,2018-05-17 12:02:00,52.0,52,,SPREAD,BID,,CORP,2,B,U.S.,967218692,37c46199-5932-4230-a010-68322b9e72dd,5.0
2976,Bond E,EEEEEEEEE,2018-05-17 12:02:00,47.0,47,,SPREAD,OFFER,,CORP,2,B,U.S.,967218693,37c46199-5932-4230-a010-68322b9e72dd,5.0
2977,Bond E,EEEEEEEEE,2018-05-17 12:02:00,98.586,98.586,,PRICE,BID,,CORP,2,B,U.S.,967218694,37c46199-5932-4230-a010-68322b9e72dd,5.0
2978,Bond E,EEEEEEEEE,2018-05-17 12:02:00,98.704,98.704,,PRICE,OFFER,,CORP,2,B,U.S.,967218695,37c46199-5932-4230-a010-68322b9e72dd,5.0
2979,Bond E,EEEEEEEEE,2018-05-17 12:02:00,3.091,3.091,YTC,YIELD,BID,,CORP,2,B,U.S.,967218696,37c46199-5932-4230-a010-68322b9e72dd,5.0
2980,Bond E,EEEEEEEEE,2018-05-17 12:31:00,98.73299999999999,98.733,,PRICE,OFFER,353000.0,CORP,3,C,U.S.,967278066,e24777c3-55b9-4ad1-af8a-e2f653ebe2cc,15.0
2981,Bond E,EEEEEEEEE,2018-05-17 12:31:00,3.029,3.029,YTM,YIELD,OFFER,353000.0,CORP,3,C,U.S.,967278067,e24777c3-55b9-4ad1-af8a-e2f653ebe2cc,15.0
2982,Bond E,EEEEEEEEE,2018-05-17 12:31:00,46.0,46,,SPREAD,OFFER,353000.0,CORP,3,C,U.S.,967278068,e24777c3-55b9-4ad1-af8a-e2f653ebe2cc,15.0
2983,Bond E,EEEEEEEEE,2018-05-17 14:08:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,967386285,86f17df9-407c-4cb0-a488-cebe34fd1ae5,25.0
2984,Bond E,EEEEEEEEE,2018-05-17 14:08:00,98.74,98.74,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,967386286,86f17df9-407c-4cb0-a488-cebe34fd1ae5,25.0
2985,Bond E,EEEEEEEEE,2018-05-17 14:08:00,3.02,3.02,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,967386287,86f17df9-407c-4cb0-a488-cebe34fd1ae5,25.0
2986,Bond E,EEEEEEEEE,2018-05-17 14:51:00,44.0,44,,SPREAD,OFFER,722000.0,CORP,1,C,U.S.,967424371,cce53e7f-2c40-45d7-a8cf-be06f261ffbd,45.0
2987,Bond E,EEEEEEEEE,2018-05-17 19:30:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,967563825,2ffcae32-8bd5-4a23-8bff-776fcc6726db,24.0
2988,Bond E,EEEEEEEEE,2018-05-17 19:30:00,98.73,98.73,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,967563826,2ffcae32-8bd5-4a23-8bff-776fcc6726db,24.0
2989,Bond E,EEEEEEEEE,2018-05-17 19:30:00,3.03,3.03,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,967563827,2ffcae32-8bd5-4a23-8bff-776fcc6726db,24.0
2990,Bond E,EEEEEEEEE,2018-05-18 02:22:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,967609046,a3b12cf2-b677-4c00-8b56-fbe6d4e4c5ae,24.0
2991,Bond E,EEEEEEEEE,2018-05-18 02:22:00,98.73,98.73,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,967609047,a3b12cf2-b677-4c00-8b56-fbe6d4e4c5ae,24.0
2992,Bond E,EEEEEEEEE,2018-05-18 02:22:00,3.03,3.03,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,967609048,a3b12cf2-b677-4c00-8b56-fbe6d4e4c5ae,24.0
2993,Bond E,EEEEEEEEE,2018-05-18 07:12:00,3.08,3.08,YTC,YIELD,BID,,CORP,2,A,U.S.,968325907,d45f06e8-35f5-4813-81fa-35cf97f0dc53,62.0
2994,Bond E,EEEEEEEEE,2018-05-18 07:12:00,3.02,3.02,YTC,YIELD,OFFER,10000000.0,CORP,2,A,U.S.,968325908,d45f06e8-35f5-4813-81fa-35cf97f0dc53,62.0
2995,Bond E,EEEEEEEEE,2018-05-18 07:12:00,98.62,98.62,,PRICE,BID,,CORP,2,A,U.S.,968325909,d45f06e8-35f5-4813-81fa-35cf97f0dc53,62.0
2996,Bond E,EEEEEEEEE,2018-05-18 07:12:00,98.75,98.75,,PRICE,OFFER,10000000.0,CORP,2,A,U.S.,968325910,d45f06e8-35f5-4813-81fa-35cf97f0dc53,62.0
2997,Bond E,EEEEEEEEE,2018-05-18 07:18:00,46.0,46,,SPREAD,OFFER,10000000.0,CORP,2,A,U.S.,968350283,40d04cca-56b7-49f2-983c-925b66edb781,24.0
